provincia,partido,localidad,link_indec,otros,"0,5_mbps",1_mbps,2_mbps,3_mbps,5_mbps,6_mbps,8_mbps,10_mbps,15_mbps,20_mbps,30_mbps,50_mbps,100_mbps
BUENOS AIRES,Tres De Febrero,Ciudadela,6840010,7,11,10,2,40,8,8,64,678,75,181,8077,4715,3986
BUENOS AIRES,Tres De Febrero,El Libertador,6840010,0,0,0,0,1,8,1,0,51,0,0,1,35,11
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,6840010,0,0,2,0,1,0,4,0,20,3,1,2,504,773
BUENOS AIRES,Tres De Febrero,Loma Hermosa,6840010,2,0,8,0,17,5,17,0,84,1,4,2,236,1584
BUENOS AIRES,Tres De Febrero,Martín Coronado,6840010,0,1,4,0,9,2,3,1,41,0,12,3,2303,2134
BUENOS AIRES,Tres De Febrero,Pablo Podestá,6840010,6,0,6,0,65,7,125,0,230,133,9,4,109,854
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,6840010,1,0,2,0,9,6,6,0,51,0,1,0,5678,3097
BUENOS AIRES,Tres De Febrero,Saenz Peña,6840010,1,1,3,0,5,5,4,0,55,1,9,1,938,1888
BUENOS AIRES,Tres De Febrero,Santos Lugares,6840010,4,0,11,2,7,7,10,0,57,4,7,3,1303,2339
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,0,0,5,0,4,6,1,1,77,0,17,3121,2374,3040
BUENOS AIRES,Tres De Febrero,Villa Raffo,6840010,0,0,3,0,3,3,2,0,16,1,4,0,581,768
BUENOS AIRES,Tres Lomas,Tres Lomas,6847020,0,0,0,0,0,42,0,348,468,84,46,0,3,4
BUENOS AIRES,Vicente López,Carapachay,6861010,1,1,5,0,5,0,6,10,49,5,7,6,1861,2471
BUENOS AIRES,Vicente López,Florida,6861010,1,2,4,1,13,2,12,6,192,7,29,16,4651,6440
BUENOS AIRES,Vicente López,Florida Oeste,6861010,0,0,3,21,55,31,20,42,149,5,52,14,2615,2761
BUENOS AIRES,Vicente López,La Lucila,6861010,0,1,4,1,3,1,2,1,19,0,4,4,712,1673
BUENOS AIRES,Vicente López,Munro,6861010,9,9,14,2,18,9,11,37,178,9,12,51,4655,4212
BUENOS AIRES,Vicente López,Olivos,6861010,11,2,20,3,28,9,25,11,281,10,81,977,6181,9947
BUENOS AIRES,Vicente López,Vicente López,6861010,38,0,19,1,13,6,6,11,65,3,13,132,2170,4137
BUENOS AIRES,Vicente López,Villa Adelina,6861010,0,0,0,0,0,1,0,0,17,0,1,1,816,359
BUENOS AIRES,Vicente López,Villa Martelli,6861010,4,1,5,45,64,76,34,74,179,6,31,1130,3138,2775
BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,1,0,0,0,90,43,1528,19,3973,0,317,147,1352,829
BUENOS AIRES,Villarino,Argerich,6875010,0,0,0,0,0,4,22,0,1,1,0,0,0,0
BUENOS AIRES,Villarino,Country Los Medanos,6875025,0,0,0,0,0,0,244,0,23,0,0,0,0,0
BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),6875040,0,0,0,0,0,0,75,0,7,0,0,0,0,0
BUENOS AIRES,Villarino,Mayor Buratovich,6875050,0,0,0,0,0,0,0,0,129,0,0,447,50,4
BUENOS AIRES,Villarino,Médanos,6875060,28,0,0,0,311,0,202,182,2,335,11,0,0,0
BUENOS AIRES,Villarino,Pedro Luro,6875070,0,0,0,0,0,0,716,5,0,39,77,1499,145,0
BUENOS AIRES,Villarino,Teniente Origone,6875080,0,0,0,0,110,49,1,1,9,0,0,0,0,0
BUENOS AIRES,Zárate,Escalada,6882030,0,0,0,0,0,0,31,0,34,0,0,0,0,0
BUENOS AIRES,Zárate,Lima,6882040,0,0,0,0,0,0,375,0,412,0,0,1,0,0
BUENOS AIRES,Zárate,Zárate,6882050,2235,5,43,2,47,320,101,5,468,2662,215,33,1504,7726
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010,0,451,4111,249,3971,3547,9017,16864,34541,29730,7537,58579,66357,375600
CATAMARCA,Ambato,El Bolsón,10007030,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Ambato,El Rodeo,10007040,46,0,5,100,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Ambato,La Puerta,10007060,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Ambato,Las Chacritas,10007070,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Ambato,Los Talas,10007100,0,0,0,15,51,0,0,0,0,0,0,0,0,0
CATAMARCA,Ambato,Los Varela,10007110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Ancasti,Ancasti,10014010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,Aconquija,10021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,Andalgalá,10021020,2,1,21,0,36,0,97,0,405,418,2,0,0,0
CATAMARCA,Andalgalá,Chaquiago,10021030,0,0,0,0,0,0,0,0,23,0,0,0,0,0
CATAMARCA,Andalgalá,El Alamito,10021050,0,0,0,0,20,0,0,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,El Potrero,10021070,0,0,0,0,0,0,0,0,13,0,0,0,0,0
CATAMARCA,Andalgalá,La Aguada,10021080,0,0,0,0,0,0,0,0,16,0,0,0,0,0
CATAMARCA,Andalgalá,La Mesada,10021010,0,0,0,0,0,0,0,0,9,0,0,0,0,0
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,3,0,1,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Belén,Belén,10035020,1,2,0,0,0,30,0,0,0,0,0,0,0,0
CATAMARCA,Belén,El Durazno,10035050,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Belén,Hualfín,10035070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Belén,Las Juntas,10035100,0,0,5,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Belén,Londres,10035110,0,0,0,0,0,20,0,0,0,0,0,0,0,0
CATAMARCA,Capayán,Capayán,10042030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Capayán,Chumbicha,10042040,0,0,0,0,4,0,85,0,288,6,140,48,0,0
CATAMARCA,Capayán,Colonia del Valle,10042050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,0,0,0,0,0,0,8,0,1,0,0,9,0,0
CATAMARCA,Capayán,Coneta,10042080,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CATAMARCA,Capayán,Huillapima,10042100,0,0,0,0,0,0,5,0,0,0,0,9,0,0
CATAMARCA,Capayán,Los Angeles,10042110,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CATAMARCA,Capayán,Miraflores,10042120,0,1,0,0,0,0,7,0,0,0,0,10,0,0
CATAMARCA,Capayán,San Martín,10042130,0,7,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Capital,El Pantanillo,10049020,0,2,0,0,0,0,1,0,2,1,0,0,0,2
CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,15,1,103,0,299,22,468,0,1254,101,1042,33,33392,16008
CATAMARCA,El Alto,El Alto,10056010,0,0,0,0,28,0,0,0,0,0,0,0,0,0
CATAMARCA,El Alto,Tapso,10056050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,0,0,0,0,0,0,0,0,0,0,0,8,11,6
CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,Icaño,10070070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,Quirós,10070120,0,0,0,0,27,0,0,0,0,0,0,0,0,0
CATAMARCA,La Paz,Recreo,10070140,0,0,5,0,0,0,6,0,43,3,0,0,91,736
CATAMARCA,La Paz,San Antonio,10070150,0,0,0,0,26,0,0,0,0,0,0,0,0,0
CATAMARCA,Paclín,La Merced,10077050,0,3,6,0,0,0,10,0,39,11,1,0,0,0
CATAMARCA,Paclín,La Viña,10077060,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CATAMARCA,Paclín,Las Lajas,10077070,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Paclín,San Antonio,10077100,0,0,0,0,7,0,0,0,0,0,0,0,0,0
CATAMARCA,Pomán,Colpes,10084030,0,0,0,0,16,0,0,0,0,0,0,0,0,0
CATAMARCA,Pomán,Mutquin,10084060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Pomán,Pomán,10084070,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Pomán,San Miguel,10084090,0,0,0,0,0,0,0,0,0,0,0,7,0,0
CATAMARCA,Pomán,Saujil,10084100,0,0,0,0,0,0,0,0,0,0,0,169,0,0
CATAMARCA,Pomán,Siján,10084110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,Chañar Punco,10091030,0,0,1,0,4,29,0,0,0,137,0,0,0,0
CATAMARCA,Santa María,Famatanca,10091070,0,0,0,0,30,15,0,0,0,0,0,0,0,0
CATAMARCA,Santa María,La Loma,10091100,0,1,0,0,51,24,0,0,0,73,0,0,0,0
CATAMARCA,Santa María,Las Mojarras,10091110,0,0,0,0,38,9,0,0,0,107,0,0,0,0
CATAMARCA,Santa María,Loro Huasi,10091120,0,0,0,0,81,26,0,0,0,95,0,0,0,0
CATAMARCA,Santa María,San José,10091140,0,0,1,0,94,31,0,0,0,132,0,0,0,0
CATAMARCA,Santa María,Santa María,10091150,1,0,23,0,775,126,5,0,0,779,0,0,3,0
CATAMARCA,Santa Rosa,Alijilán,10098010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Lavalle,10098040,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Santa Rosa,Los Altos,10098050,0,0,0,0,6,0,0,0,0,0,0,0,0,0
CATAMARCA,Tinogasta,Fiambalá,10105110,1,0,0,0,0,0,8,0,0,0,0,7,0,0
CATAMARCA,Tinogasta,Tinogasta,10105180,0,1,0,0,11,0,70,0,1168,38,866,109,0,0
CATAMARCA,Valle Viejo,El Bañado,10112030,0,0,0,0,0,0,0,0,0,0,0,3,2,1
CATAMARCA,Valle Viejo,El Portezuelo,10112010,0,5,0,0,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Valle Viejo,Polcos,10112030,0,0,0,0,0,0,0,0,0,0,0,55,107,47
CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,0,0,0,0,0,0,0,0,0,0,0,1,15,2
CATAMARCA,Valle Viejo,San Isidro,10112040,0,0,0,0,5,0,0,0,163,0,221,169,1180,713
CATAMARCA,Valle Viejo,Santa Rosa,10112030,0,0,0,0,5,0,0,0,0,0,0,205,353,175
CATAMARCA,Valle Viejo,Sumalao,10112030,0,0,5,0,0,0,0,0,0,0,0,0,1,0
CATAMARCA,Valle Viejo,Villa Dolores,10112030,0,0,0,0,5,0,0,0,0,0,0,19,54,24
CHACO,12 de Octubre,Gancedo,22036010,0,2,0,0,0,12,0,0,119,0,0,0,0,0
CHACO,12 de Octubre,General Capdevila,22036020,0,0,0,0,0,0,0,0,35,0,0,0,0,0
CHACO,12 de Octubre,General Pinedo,22036030,0,2,2,0,2,135,19,0,280,6,2,155,0,0
CHACO,1º de Mayo,Colonia Benítez,22126020,0,1,1,1,2,8,12,0,85,15,1,0,0,0
CHACO,1º de Mayo,Margarita Belén,22126030,0,0,1,0,38,0,15,0,181,20,1,184,0,0
CHACO,2 de Abril,Hermoso Campo,22039010,0,29,0,0,0,35,0,0,113,0,0,74,0,0
CHACO,2 de Abril,Itín,22039020,0,0,0,0,0,0,0,478,36,0,0,16,0,0
CHACO,25 de Mayo,Colonia Aborigen,22168010,0,0,0,0,0,0,0,0,0,59,0,0,0,0
CHACO,25 de Mayo,Machagai,22168020,2,0,1,0,3,26,453,0,157,240,11,0,3,0
CHACO,9 de Julio,Las Breñas,22105010,3,1,8,0,28,140,150,0,558,36,3,0,0,0
CHACO,Almirante Brown,Concepción del Bermejo,22007010,0,2,0,0,0,254,0,0,3,3,3,3,0,0
CHACO,Almirante Brown,Los Frentones,22007020,0,1,0,0,0,293,0,0,38,11,0,0,0,0
CHACO,Almirante Brown,Pampa del Infierno,22007030,0,4,1,0,0,1208,0,0,215,97,25,0,0,0
CHACO,Almirante Brown,Taco Pozo,22007050,0,2,0,0,0,49,0,0,199,56,0,0,0,0
CHACO,Bermejo,General Vedia,22014010,1,1,0,0,114,30,11,0,79,28,2,0,0,0
CHACO,Bermejo,Isla del Cerrito,22014020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,Bermejo,La Leonesa,22014030,2,0,4,0,214,0,33,0,296,17,15,0,0,0
CHACO,Bermejo,Las Palmas,22014040,0,1,0,0,222,0,8,0,0,35,0,0,0,0
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,0,0,0,0,40,10,4,0,0,27,0,0,0,0
CHACO,Bermejo,Puerto Eva Perón,22014070,0,1,0,0,41,13,0,0,0,0,0,0,0,0
CHACO,Chacabuco,Charata,22028010,5,2,12,0,296,524,217,0,921,54,20,208,917,472
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,51,2,30,0,122,300,225,0,581,36,580,33,458,3028
CHACO,Fray Justo Santa María de Oro,Chorotis,22043010,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,Fray Justo Santa María de Oro,Otros,Sin Datos,60,0,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,22043020,950,33,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,General Belgrano,Corzuela,22049010,0,1,1,0,3,171,8,0,56,8,0,0,0,0
CHACO,General Donovan,La Escondida,22056010,0,2,0,0,1,0,315,0,26,147,19,0,4,0
CHACO,General Donovan,La Verde,22056020,0,2,0,300,5,8,142,0,4,12,23,0,3,0
CHACO,General Donovan,Lapachito,22056030,0,0,1,0,0,0,90,0,0,17,18,0,2,0
CHACO,General Donovan,Makallé,22056040,1,1,0,0,0,0,502,0,20,2,2,0,0,0
CHACO,General Güemes,El Espinillo,22063010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,General Güemes,El Sauzal,22063020,1,0,0,62,0,0,0,0,0,0,0,0,0,0
CHACO,General Güemes,El Sauzalito,22063030,0,1,96,0,20,4,0,0,0,0,0,0,0,0
CHACO,General Güemes,Fortín Lavalle,22063040,0,0,0,0,20,0,4,0,0,0,0,0,0,0
CHACO,General Güemes,Fuerte Esperanza,22063050,1,0,0,0,0,3,0,0,0,0,0,0,0,0
CHACO,General Güemes,Juan José Castelli,22063060,4,0,5,0,237,43,93,0,494,312,3,0,0,0
CHACO,General Güemes,Miraflores,22063070,0,0,0,0,300,2,0,0,0,162,228,0,4,0
CHACO,General Güemes,Nueva Pompeya,22063080,1,3,0,0,308,0,0,0,2,0,0,0,0,0
CHACO,General Güemes,Villa Río Bermejito,22063100,0,2,0,0,86,32,12,0,198,0,0,0,0,0
CHACO,General Güemes,Wichi,22063110,1,0,0,91,0,0,0,0,0,0,0,0,0,0
CHACO,Independencia,Avia Terai,22070010,0,1,1,0,0,12,2,0,43,9,3,0,0,0
CHACO,Independencia,Campo Largo,22070020,4,0,0,0,3,12,14,0,58,9,4,0,0,450
CHACO,Libertad,Colonia Popular,22077010,0,0,0,0,0,0,0,0,0,5,0,0,0,0
CHACO,Libertad,Laguna Blanca,22077030,0,2,0,0,0,0,0,0,0,6,0,0,0,0
CHACO,Libertad,Puerto Tirol,22077040,2,0,4,59,24,75,46,0,304,30,1,261,0,0
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,0,1,0,0,0,0,0,0,0,46,0,0,0,0
CHACO,Libertador General San Martín,General José de San Martín,22084020,0,0,2,0,112,42,13,220,71,12,2,990,3916,1207
CHACO,Libertador General San Martín,La Eduvigis,22084030,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,Libertador General San Martín,Laguna Limpia,22084040,0,0,0,0,0,0,0,0,0,49,0,0,0,0
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0,0,0,0,0,11,0,0,0,27,0,0,0,0
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0,2,0,0,16,25,0,0,60,438,0,0,0,0
CHACO,Libertador General San Martín,Presidencia Roca,22084070,0,2,0,0,39,12,0,0,328,87,0,3,0,0
CHACO,Maipú,Tres Isletas,22091010,0,0,0,0,30,0,31,0,152,54,19,0,0,0
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,504,74,0,3,0,13,145,0,147,0,66,0,0,0
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0,0,0,0,0,9,0,0,0,0,0,0,0,0
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,69,0,72,218,193,413,291,0,303,29,16,0,918,1801
CHACO,O Higgins,La Clotilde,22112010,116,33,0,0,0,43,0,0,0,0,0,0,0,0
CHACO,O Higgins,La Tigra,22112020,252,1,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,O Higgins,San Bernardo,22112030,38,3,0,0,0,12,147,0,0,0,0,0,0,0
CHACO,OTROS,Otros,Sin Datos,1683,0,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,1,0,1,0,3,24,612,0,87,12,1,0,0,0
CHACO,Quitilipi,Quitilipi,22133010,2,0,1,0,125,27,59,0,419,24,10,0,0,0
CHACO,Quitilipi,Villa El Palmar,22133020,0,0,0,0,0,0,0,0,1,98,0,0,0,0
CHACO,San Fernando,Barranqueras,22140010,0,0,0,0,0,144,0,0,1,0,0,1,228,1900
CHACO,San Fernando,Basail,22140020,1,1,0,0,3,0,74,0,46,83,3,1,0,0
CHACO,San Fernando,Fontana,22140040,0,0,0,0,0,152,0,0,0,147,0,0,0,0
CHACO,San Fernando,Otros,Sin Datos,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,San Fernando,Puerto Vilelas,22140050,0,1,0,0,0,1,0,0,1,0,0,0,0,0
CHACO,San Fernando,Resistencia,22140060,36,5,172,46,275,698,686,2,1520,265,854,45,26660,47083
CHACO,San Lorenzo,Samuhú,22147010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,San Lorenzo,Villa Berthet,22147020,0,1,0,0,0,32,351,0,0,496,40,0,4,0
CHACO,Sargento Cabral,Capitán Solari,22154010,0,0,0,0,0,41,0,0,0,30,0,0,0,0
CHACO,Sargento Cabral,Colonia Elisa,22154020,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CHACO,Sargento Cabral,Colonias Unidas,22154030,0,0,0,0,0,0,0,0,0,0,0,320,0,0
CHACO,Sargento Cabral,Las Garcitas,22154050,0,1,0,0,0,0,0,0,0,65,0,0,0,0
CHACO,Tapenagá,Charadai,22161010,0,1,0,0,0,17,0,0,0,0,0,0,0,0
CHUBUT,Biedma,Arroyo Verde,26007010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Biedma,Puerto Madryn,26007020,10074,1,23,2,2135,5,585,1270,5214,1904,31,1742,10423,411
CHUBUT,Biedma,Puerto Pirámide,26007030,0,1,0,0,0,0,2,0,104,0,0,0,0,0
CHUBUT,Biedma,Quinta El Mirador,26007040,0,0,0,0,14,0,7,0,1,0,0,0,0,0
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,0,0,0,0,115,0,11,0,1,0,0,0,0,0
CHUBUT,Cushamen,Cholila,26014020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Cushamen,El Hoyo,26014040,0,0,1,18,680,0,643,0,0,0,41,0,0,0
CHUBUT,Cushamen,Epuyén,26014060,0,0,0,0,0,0,0,0,1184,0,0,0,0,0
CHUBUT,Cushamen,Gualjaina,26014070,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Cushamen,Lago Puelo,26014090,95,0,91,26,346,0,236,38,0,147,15,0,0,0
CHUBUT,Cushamen,Leleque,26014100,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Escalante,Acceso Norte,26021020,96,0,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Escalante,Comodoro Rivadavia,26021030,561,10,70,882,947,13,11618,5661,477,6227,453,2406,5561,659
CHUBUT,Escalante,Diadema Argentina,26021040,0,0,0,30,10,0,132,0,0,9,0,147,0,0
CHUBUT,Escalante,Rada Tilly,26021050,1,0,11,8,32,0,176,459,1111,544,0,57,0,0
CHUBUT,Florentino Ameghino,Camarones,26028010,0,1,11,0,192,5,0,0,0,0,0,0,0,0
CHUBUT,Florentino Ameghino,Garayalde,26028020,1,0,0,0,1,1,0,0,0,0,0,0,0,0
CHUBUT,Futaleufú,Aldea Escolar,26035010,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Futaleufú,Corcovado,26035020,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Futaleufú,Esquel,26035030,1,2,0,45,21,0,128,2314,162,1162,0,6,0,0
CHUBUT,Futaleufú,Los Cipreses,26035050,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Futaleufú,Trevelín,26035060,0,1,0,0,42,0,181,363,52,258,0,0,0,0
CHUBUT,Gaiman,28 de Julio,26042040,0,1,0,0,0,0,0,0,12,0,0,0,1,0
CHUBUT,Gaiman,Dolavon,26042020,50,1,0,0,0,0,0,0,55,0,0,0,283,3
CHUBUT,Gaiman,Gaiman,26042030,100,2,0,0,0,0,0,74,90,159,0,207,469,5
CHUBUT,Gaiman,Otros,Sin Datos,0,14,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Gastre,Blancuntre,26049010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Gastre,El Escorial,26049020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Gastre,Gastre,26049030,0,0,0,0,147,0,0,0,0,0,0,0,0,0
CHUBUT,Gastre,Lagunita Salada,26049040,0,1,0,0,38,0,0,0,0,0,0,0,0,0
CHUBUT,Gastre,Yala Laubat,26049050,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Aldea Epulef,26056010,0,1,0,0,8,0,0,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Carrenleufú,26056020,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Colan Conhue,26056030,0,1,0,0,8,0,0,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Paso del Sapo,26056040,0,1,0,0,88,0,0,0,0,0,0,0,0,0
CHUBUT,Languiñeo,Tecka,26056050,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Mártires,El Mirasol,26063010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Mártires,Las Plumas,26063020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,OTROS,Otros,Sin Datos,821,0,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CHUBUT,Paso de Indios,Los Altares,26070020,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Paso de Indios,Paso de Indios,26070030,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Rawson,Playa Magagna,26077010,0,0,0,0,3,1700,0,0,101,0,0,0,0,0
CHUBUT,Rawson,Playa Unión,26077020,47,0,7,5,88,0,258,202,107,378,0,42,133,0
CHUBUT,Rawson,Rawson,26077030,4069,1,0,0,308,0,50,682,1360,747,125,939,3411,0
CHUBUT,Rawson,Trelew,26077040,491,1,20,472,29,6,163,2311,7914,2203,2817,2093,10892,176
CHUBUT,Río Senguer,Aldea Apeleg,26084010,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Aldea Beleiro,26084020,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Alto Río Senguer,26084030,0,2,1,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Facundo,26084050,1,1,0,0,0,40,0,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Lago Blanco,26084060,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Río Senguer,Río Mayo,26084070,220,1,0,366,0,0,0,0,180,0,0,0,0,0
CHUBUT,Sarmiento,Buen Pasto,26091010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Sarmiento,Sarmiento,26091020,4,0,8,16,130,2599,131,0,287,0,2,0,1,0
CHUBUT,Tehuelches,José de San Martín,26098030,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Tehuelches,Río Pico,26098040,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CHUBUT,Telsen,Gan Gan,26105010,0,1,0,0,156,0,0,0,0,0,0,1,0,0
CHUBUT,Telsen,Telsen,26105020,5,1,0,0,104,0,0,0,2,1,0,2,10,1
CORDOBA,Calamuchita,Amboy,14007010,0,0,0,0,0,0,0,0,165,0,0,0,0,0
CORDOBA,Calamuchita,Cañada del Sauce,14007030,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CORDOBA,Calamuchita,Capilla Vieja,14007040,0,0,0,0,0,0,0,0,20,0,0,0,0,0
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CORDOBA,Calamuchita,Embalse,14007060,253,1,0,0,953,0,386,0,832,0,394,575,82,0
CORDOBA,Calamuchita,La Cruz,14007070,0,0,2,0,1,0,101,0,269,1,8,0,0,0
CORDOBA,Calamuchita,La Cumbrecita,14007080,0,0,55,95,0,0,0,0,0,0,0,0,0,0
CORDOBA,Calamuchita,Las Bajadas,14007090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORDOBA,Calamuchita,Las Caleras,14007100,0,0,0,3,0,4,0,0,0,0,0,0,0,0
CORDOBA,Calamuchita,Los Cóndores,14007110,0,1,0,0,246,0,314,31,81,3,2,0,0,0
CORDOBA,Calamuchita,Los Molinos,14007120,0,0,11,0,6,0,4,0,27,0,2,0,0,0
CORDOBA,Calamuchita,Los Reartes,14007130,0,1,0,0,5,0,141,0,476,0,328,180,63,0
CORDOBA,Calamuchita,Río de los Sauces,14007170,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CORDOBA,Calamuchita,San Agustín,14007180,0,0,111,0,0,0,0,0,0,0,0,0,0,0
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CORDOBA,Calamuchita,Santa Monica,14007170,0,0,0,0,0,0,0,0,106,0,0,0,0,0
